id,A1,RouteID,LINE_ID,cb2LineID,Town_N,TiImstamp,Point_ID,evaL933ID,ROADNAME,A3,A4,A5,A6,userid,A8,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C5_1,C5_2,C5_3,C6,C6_1,C6_2,C7,D1,D1_1,D1_2,D1_3,D1_4,D1_5,D2,D2_1,D2_2,D2_3,D3,D3_1,D3_2,D3_3,D4,E1_1,E1_2,E1_21,E1_3,E1_4,E1_5,E1_6,E2_2,E2_1,E2_3,E2_4,E2_5,E3,F0,F1,F1_1,F1_2,F1_3,F1_4,F!_4,F2,F2_1,F2_2,F2_3,F2_4,F3,F3_1,F3_2,F3_3,F4,F4_1,F4_2,F4_3,F4_4,F5,F6,F6_1,F6_2,F6_3,F6_4,F7,F7_1,F7_2,F7_3,F7_4,F8,F9_1,F9_2,F9_3,F9_4,F9_5,F10,G0,G1,G2,G3,G4,G5,H0,H1,H2,H3,H4,H5,H6,I1,I2,I3,I4,I5,I6,I7,I8,F9,c1_check,test,test_2,jstest2,Cjs,test_1,A,geocode,city,country,I9,I10,J1,J0,Pivot,editor,Attract,SW_DIRECT,AttractCode,Name,UserName,EditName,T_weather,T_date,TC_lane1,TC_lane2,TC_oplane,TC_SW,TP_lane,TP_bike,TP_swalk,TP_build,TP,TB_bikelane,TB_nbikelane,TB,landmark,trafficRoadname,direction,T_21,T_time,trafficuser,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,D2_3check,id,A1,RouteID,B4__0,B4__1,B4__2,B4__3,B4__4,B7__0,B7__1,B7__2,B7__3,B7__4,B7__5,B7__6,B8__0,B8__1,B8__2,B8__3,B8__4,B11__0,B11__1,B11__2,B11__3,B11__4,B11__5,B11__6,C1__0,C1__1,C1__2,C1__3,C1__4,C1__5,C1__6,C1__7,C1__8,C1__9,C5_2__1,C5_2__2,C5_2__3,C5_2__4,C6_1__1,C6_1__2,C6_1__3,D1_1__1,D1_1__2,D1_1__3,D1_1__4,D1_2__1,D1_2__0,D1_2__3,D1_2__4,D1_2__5,D1_2__6,D1_2__7,D1_3__0,D1_3__1,D1_3__2,D1_3__3,D1_3__4,D1_3__5,D1_3__6,D1_3__7,D1_3__8,D3_2__1,D3_2__2,D3_2__3,D3_2__4,D2_2__1,D2_2__2,D2_2__3,D2_2__4,D2_2__5,D2_2__6,D2_2__7,D2_2__8,D2_2__9,J1__1,J1__2,J1__3,RouteID,Ana_lane,Ana_Oplane,Ana_continue,Ana_crowded,Ana_W_lane,Ana_W_swnet,Ana_W_swsum,Ana_swmajority,Ana_swmin,Ana_W_swtotal,Ana_E2_1_2,Ana_E2_3_2,Ana_E2_4_2,Ana_E2_5_2,Ana_E1_2,Ana_W_swnet2,Ana_flow1,Ana_flow2,Ana_Obstacle,Ana_access_P1,Ana_access_P1_21,Ana_access_P1_22,Ana_access_P1_23,Ana_access_P1_24,ana_access_P1_3,Ana_access_P2,ana_access_P2_21,ana_access_P2_22,ana_access_P2_23,ana_access_P2_24,ana_access_P2_3,Ana_access_P3,ana_access_P3_22,ana_access_P3_3,Ana_access_P4,ana_access_P4_22,ana_access_P4_3,Ana_access_P6,ana_access_P6_22,ana_access_P6_23,ana_access_P6_3,Ana_access_P7,ana_access_P7_22,ana_access_P7_23,ana_access_P7_3,Ana_access_PT_1,Ana_access_PT_2,Ana_access_PT_3,ana_access_section,Ana_access_section1,Ana_access_section2,Ana_access_section3,Ana_access_section4,Acci_count,Ana_acci_rate,Ana_disturb_bike,Ana_disturb_motorcycle,Ana_disturb_motor,Ana_pavement_materal,Ana_protect,Ana_shade,Ana_flow3,RouteID,id,Length_ROAD,Length_SW,Area_SWP,P_C1,P_C2,P_M1,P_M2,P_M3,P_M4,P_M5,P_B1,Line_ID,Region,trafficZone,blockID,P_NM,rushHour,carparkingSupply,carParking,motorushHour,motoparkingSupply,motoParking,motoNocell,motoOk,motoViolation,motoViolationwalkroad,bikeCarrier,bikePark,bikeOther,bikeViolation,Event_ID,Year,Month,date,address,Acci_vehical,hert,reason,Acci_rate
1229,1078,0580302,5803,5803,松山區,2014-12-10 10:28:06,58,1078,三民路,三民路113巷,三民路107巷,民生東路五段-延壽街,1,723,11/23/14 0:00,,2,1,2,"[""0""]",1,1,"[""1""]","[""0""]",1,1,"[""6""]",#NA,"[""1""]",1,3,1900-01-01 00:00:00,1,1,#NA,0.00,#NA,2,1,#NA,1,"[""4""]","[""2""]","[""1"",""3"",""6"",""7""]",2,0,1,2,"[""2""]",1.50,0,#NA,#NA,#NA,#NA,3.90,0.00,0.00,3.50,16.00,3.60,0.00,2.90,1.70,0.00,0.00,0.00,#NA,1,1,1,4,1,1,,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,1,1,1,#NA,1,4,1,1,1,#NA,1,1,3,5,2,3,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,,,,,,,西側,"(25.0579143, 121.56193619999999):18",taipei,taiwan,#NA,#NA,#NA,1,1,723,辦公/商圈,西側,2,林韋臣,002,林韋臣,晴,11/25/14 0:00,1028.34,1213,0,0,0,0,423,0,423,0,33,33,民生活動中心,三民路,外側,民生圓環近三民路,7-8,傅長愷,120,633,427,33,0,0,33,0,423,0,0,0,0,0,0,0,0,0,0,0,0,1229,1078,0580302,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0580302,2,2,1,3,23.1,1.70,1.7,2.9,1.5,7.4,0,0.00,0,0,0,3,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,1,1,0,0,0,0,1,8211.176471,23.29984604,0,1,1,2,1,0580302,1229,521.58,53.39596,75.15910929,1,A,1,A,0,5,5,0,5803,松山,16,25,0,平日20:00~21:00,2104,1793,平日20:00~21:00,2687,1948,0,0,0,5,0,0,0,0,,,,,,,,,
1230,1079,0580303,5803,5803,松山區,2014-11-25 11:31:47,58,1079,三民路,三民路107巷,三民路101巷,民生東路五段-延壽街,1,723,11/23/14 19:32,,2,1,2,"[""0""]",1,1,"[""1""]","[""0""]",1,1,"[""6""]",#NA,"[""1""]",1,3,1900-01-01 00:00:00,1,1,#NA,0.00,#NA,1,1,#NA,1,"[""4""]","[""2""]","[""1"",""7""]",2,0,1,2,"[""2"",""3"",""\u5c4b\u9802\u9055\u5efa""]",1.40,0,#NA,#NA,#NA,#NA,0.00,0.00,0.00,3.50,16.00,3.60,0.00,1.80,1.80,0.00,0.00,0.00,#NA,1,1,1,4,1,1,,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,1,1,1,#NA,1,4,1,1,1,#NA,1,1,2,2,2,3,#NA,/images/stories/723/g92gG3T4.jpg,/images/stories/723/PNKnLD8X.jpg,#NA,#NA,#NA,#NA,#NA,/images/stories/723/v63B3nqZ.jpg,1,,,,,,,西側,"(25.0575834, 121.56166689999998):18",taipei,taiwan,#NA,#NA,#NA,1,1,,辦公/商圈,西側,2,林韋臣,002,,晴,11/25/14 0:00,1028.34,1213,0,0,0,0,423,0,423,0,33,33,民生活動中心,三民路,外側,民生圓環近三民路,7-8,傅長愷,120,633,427,33,0,0,33,0,423,0,0,0,0,0,0,0,0,0,0,0,0,1230,1079,0580303,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0580303,2,2,1,3,23.1,1.80,1.8,1.8,1.4,3.5,0,0.00,0,0,0,2,1,1,4,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,1,1,0,0,0,0,1,7755,13.42057031,0,1,1,3,1,0580303,1230,521.58,105.0625992,109.6412709,1,A,1,A,0,6,6,0,5803,松山,16,77,0,平日20:00~21:00,2104,1793,平日20:00~21:00,2687,1948,0,0,0,6,0,0,0,0,,,,,,,,,
1231,1080,0580304,5803,5803,松山區,2014-11-25 11:33:37,58,1080,三民路,三民路101巷,三民路95巷,民生東路五段-延壽街,1,723,11/23/14 19:35,,2,1,2,"[""0""]",1,1,"[""1""]","[""0""]",1,1,"[""6""]",#NA,"[""1""]",1,3,1900-01-01 00:00:00,1,1,#NA,0.00,#NA,2,1,#NA,1,"[""4""]","[""2""]","[""1"",""7""]",2,0,1,1,"[""0""]",2.60,0,#NA,#NA,#NA,#NA,0.00,0.00,0.00,4.50,16.00,3.60,0.00,3.80,2.60,0.00,0.00,0.00,#NA,1,1,1,4,1,2,,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,1,1,1,#NA,1,4,2,1,1,#NA,1,2,2,6,2,3,#NA,/images/stories/723/jWRGQWcF.jpg,/images/stories/723/QWZ80rH2.jpg,#NA,#NA,#NA,#NA,#NA,/images/stories/723/K5tQVzjf.jpg,1,,,,,,,西側,"(25.0574178, 121.56349180000007):18",taipei,taiwan,#NA,#NA,#NA,1,1,,辦公/商圈,西側,2,林韋臣,002,,晴,11/25/14 0:00,1028.34,1213,0,0,0,0,423,0,423,0,33,33,民生活動中心,三民路,外側,民生圓環近三民路,7-8,傅長愷,120,633,427,33,0,0,33,0,423,0,0,0,0,0,0,0,0,0,0,0,0,1231,1080,0580304,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0580304,2,2,1,3,24.1,2.60,2.6,3.8,2.6,4.5,0,0.00,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,1,1,0,0,0,0,1,5368.846154,6.918221415,0,1,1,3,1,0580304,1231,521.58,141.0989599,64.33792522,1,A,1,A,0,6,6,0,5803,松山,16,32,0,平日20:00~21:00,2104,1793,平日20:00~21:00,2687,1948,0,0,0,6,0,0,0,1,,,,,,,,,
1232,1081,0580305,5803,5803,松山區,2015-02-11 11:23:22,58,1081,三民路,三民路95巷,延壽街,民生東路五段-延壽街,1,723,11/23/14 19:41,,2,1,2,"[""0""]",1,1,"[""1""]","[""0""]",1,1,"[""6""]",#NA,"[""1""]",1,3,1900-01-01 00:00:00,1,1,#NA,0.00,#NA,2,1,#NA,1,"[""4""]","[""2""]","[""1"",""4"",""7""]",2,0,1,1,"[""0""]",2.40,1,#NA,"[""0""]",0.00,#NA,0.00,0.00,0.00,4.20,16.00,3.60,0.00,3.60,2.40,0.00,0.00,0.00,#NA,1,1,1,4,1,1,,1,1,4,2,2,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,1,1,1,#NA,1,4,2,1,1,#NA,1,2,2,6,2,2,#NA,/images/stories/723/PJvrWNHg.jpg,/images/stories/723/k6mnHg0H.jpg,#NA,#NA,#NA,#NA,#NA,/images/stories/723/Z5C2GWBQ.jpg,1,,,,,,,西側,"(25.0571559, 121.56350050000003):18",taipei,taiwan,#NA,#NA,#NA,1,1,705,辦公/商圈,西側,2,林韋臣,002,,晴,11/25/14 0:00,1028.34,1213,0,0,0,0,423,0,423,0,33,33,民生活動中心,三民路,外側,民生圓環近三民路,7-8,傅長愷,120,633,427,33,0,0,33,0,423,0,0,0,0,0,0,0,0,0,0,0,0,1232,1081,0580305,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0580305,2,2,1,3,23.8,2.40,2.4,3.6,2.4,4.2,0,0.00,0,0,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,1,1,0,0,0,0,1,5816.25,6.703277316,0,1,1,3,1,0580305,1232,521.58,210.3448707,310.5664254,1,A,1,A,0,8,8,0,5803,松山,16,81,0,平日20:00~21:00,2104,1793,平日20:00~21:00,2687,1948,0,0,0,8,0,0,0,0,,,,,,,,,
1233,1082,0580401,5804,5804,松山區,2014-11-25 12:31:09,58,1082,民生東路五段,三民路,民生東路五段,三民路-新中街,1,723,11/23/14 19:43,,2,1,1,"[""0""]",2,2,"[""1"",""6""]","[""0""]",2,2,"[""6"",""4"",""1""]",#NA,"[""1"",""4""]",1,3,1900-01-01 00:00:00,1,1,#NA,0.00,#NA,2,1,#NA,1,"[""4""]","[""5""]","[""1"",""6"",""7""]",2,0,1,1,"[""0""]",2.10,1,#NA,"[""0""]",0.00,#NA,0.00,2.60,6.40,3.60,38.00,3.60,0.00,2.10,2.10,0.00,1.30,4.10,#NA,1,1,1,4,1,2,,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,3,2,1,#NA,1,4,2,1,1,#NA,1,2,3,3,2,3,#NA,/images/stories/723/Ly8zCyvd.jpg,/images/stories/723/njsWG7m9.jpg,#NA,#NA,#NA,#NA,#NA,/images/stories/723/2mp44NJ5.jpg,1,,,,,,,北側,"(25.0894398, 121.46834769999998):18",taipei,taiwan,/images/stories/723/C6dFhNnj.jpg,#NA,#NA,1,1,,辦公/商圈,北側,2,林韋臣,002,,晴,11/25/14 0:00,854.52,1040,0,0,0,0,0,237,237,0,19,19,民生活動中心,民生東路五段,北側,(請註明地址),8-9,傅長愷,115,456,456,13,0,0,19,0,0,237,0,0,0,0,0,0,0,0,0,0,0,1233,1082,0580401,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0580401,4,4,1,3,45.2,3.4000000000000004,3.4,6.2,2.1,6.2,3.4,0.00,1.30,4.10,2.60,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,4,0,0,0,1,0,1,0,0,0,1,1,2,1,0580401,1233,292.4,214.0823473,300.4789078,1,A,1,A,0,0,0,0,5804,松山,9,41,1,平日20:00~21:00,896,815,平日20:00~21:00,809,654,0,0,0,0,17,0,3,0,,,,,,,,,
1235,1083,0580402,5804,5804,松山區,2014-11-25 12:32:35,58,1083,民生東路五段,民生東路五段,民生東路五段,三民路-新中街,1,723,11/23/14 19:56,,2,1,1,"[""0""]",2,2,"[""1"",""3"",""4""]","[""0""]",2,2,"[""6"",""4"",""3""]",#NA,"[""1""]",1,3,1900-01-01 00:00:00,1,1,#NA,0.00,#NA,2,1,#NA,1,"[""4""]","[""2""]","[""1"",""6"",""7""]",2,0,1,1,"[""0""]",2.10,1,#NA,"[""0""]",0.00,#NA,0.00,0.00,0.00,3.60,38.00,3.60,0.00,2.70,2.10,0.00,0.00,0.00,#NA,1,1,1,4,1,1,,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,1,1,1,#NA,1,4,1,1,1,#NA,1,1,3,6,6,3,#NA,/images/stories/723/MPBD2ZBH.jpg,/images/stories/723/KwTYjrdX.jpg,#NA,#NA,#NA,#NA,#NA,#NA,1,,,,,,,北側,"(25.0589058, 121.56199800000002):18",taipei,taiwan,#NA,#NA,#NA,1,1,,辦公/商圈,北側,2,林韋臣,002,,晴,11/25/14 0:00,854.52,1040,0,0,0,0,0,237,237,0,19,19,民生活動中心,民生東路五段,北側,(請註明地址),8-9,傅長愷,115,456,456,13,0,0,19,0,0,237,0,0,0,0,0,0,0,0,0,0,0,1235,1083,0580402,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0580402,4,4,1,3,45.2,2.10,2.1,2.7,2.1,3.6,0,0.00,0,0,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2,1,0580402,1235,292.4,51.68784352,139.5089358,1,A,1,A,0,0,0,0,5804,松山,9,42,1,平日20:00~21:00,896,815,平日20:00~21:00,809,654,0,0,0,0,0,0,6,0,,,,,,,,,
1236,1084,0580403,5804,5804,松山區,2014-12-10 10:25:39,58,1084,民生東路五段,民生東路五段,民生東路五段137巷,三民路-新中街,1,723,11/23/14 0:00,,2,1,2,"[""0""]",1,1,"[""1""]","[""0""]",1,1,"[""6""]",#NA,"[""1""]",1,3,1900-01-01 00:00:00,1,1,#NA,0.00,#NA,2,1,#NA,1,"[""4""]","[""2""]","[""1"",""6"",""7""]",4,2,1,1,"[""0""]",1.50,1,1,"[""0""]",0.00,#NA,0.00,0.00,0.00,1.50,16.00,4.40,0.00,1.50,1.50,0.00,0.00,0.00,#NA,1,1,1,4,1,1,,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,2,1,1,1,1,#NA,1,4,1,1,1,#NA,1,3,3,6,6,2,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,,,,,,,北側,"(25.0589058, 121.56199800000002):18",taipei,taiwan,#NA,#NA,#NA,1,1,723,辦公/商圈,北側,2,林韋臣,002,林韋臣,晴,11/25/14 0:00,854.52,1040,0,0,0,0,0,237,237,0,19,19,民生活動中心,民生東路五段,北側,(請註明地址),8-9,傅長愷,115,456,456,13,0,0,19,0,0,237,0,0,0,0,0,0,0,0,0,0,0,1236,1084,0580403,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0580403,2,2,1,3,21.9,1.50,1.5,1.5,1.5,1.5,0,0.00,0,0,0,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,0,#NA,#NA,#NA,#NA,1,0,0,1,1,0,0,0,0,1,0,0,0,1,2,4,1,0580403,1236,292.4,117.1304095,106.7524006,1,A,1,A,0,0,0,0,5804,松山,9,42,1,平日20:00~21:00,896,815,平日20:00~21:00,809,654,0,0,0,0,0,0,6,0,,,,,,,,,
1238,1085,0580404,5804,5804,松山區,2014-11-25 12:40:27,58,1085,民生東路五段,民生東路五段137巷,新中街,三民路-新中街,1,723,11/23/14 20:04,,2,1,2,"[""0""]",1,1,"[""1""]","[""4""]",1,1,"[""6""]",#NA,"[""1""]",1,3,1900-01-01 00:00:00,1,1,#NA,0.00,#NA,2,1,#NA,1,"[""4""]","[""6""]","[""1"",""6"",""7""]",1,0,1,2,"[""3""]",1.60,0,#NA,#NA,#NA,#NA,0.00,0.00,0.00,3.20,16.00,3.20,0.00,2.60,2.10,0.00,0.00,0.00,#NA,1,1,1,4,1,1,,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,1,1,1,#NA,1,4,2,1,1,#NA,1,1,2,5,2,2,#NA,/images/stories/723/zy6QPkNV.jpg,/images/stories/723/7GVhnJxy.jpg,#NA,#NA,#NA,#NA,#NA,/images/stories/723/6nxYV4LZ.jpg,1,,,,,,,北側,"(25.0597813, 121.56147050000004):18",taipei,taiwan,#NA,#NA,#NA,1,1,,辦公/商圈,北側,2,林韋臣,002,,晴,11/25/14 0:00,854.52,1040,0,0,0,0,0,237,237,0,19,19,民生活動中心,民生東路五段,北側,(請註明地址),8-9,傅長愷,115,456,456,13,0,0,19,0,0,237,0,0,0,0,0,0,0,0,0,0,0,1238,1085,0580404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0580404,2,2,1,3,22.4,2.10,2.1,2.6,1.6,3.2,0,0.00,0,0,0,2,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,3,1,0580404,1238,292.4,51.52475126,21.26340702,1,A,1,A,0,0,0,0,5804,松山,9,46,1,平日20:00~21:00,896,815,平日20:00~21:00,809,654,0,0,0,0,0,0,0,0,,,,,,,,,
934,1086,0590101,5901,5901,松山區,2014-12-29 17:52:15,59,1086,敦化南路一段,八德路二段,敦化南路一段,八德路二段-市民大道四段,2,723,11/18/14 15:12,,2,1,3,"[""4"",""2"",""1""]",2,1,"[""1""]","[""2"",""1""]",2,2,"[""6"",""3""]",#NA,"[""1"",""4""]",1,3,1900-01-01 00:00:00,1,1,#NA,0.00,#NA,1,1,#NA,1,"[""1""]","[""2""]","[""1"",""2"",""7""]",2,0,1,1,"[""0""]",2.70,0,#NA,#NA,#NA,#NA,0.00,2.70,3.90,4.70,58.00,5.40,0.00,2.70,2.70,0.00,2.70,2.70,#NA,1,1,1,4,1,1,0,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,1,1,4,1,2,#NA,2,1,2,2,1,#NA,1,4,2,1,1,#NA,1,2,3,3,2,2,#NA,/images/stories/723/7Czy95T4.jpg,/images/stories/723/WfJgbDQF.jpg,#NA,#NA,#NA,#NA,#NA,/images/stories/723/Njn11TvY.jpg,1,,,#NA,0,0,,西側,"(25.0481885, 121.54894420000005):18",taipei,taiwan,#NA,#NA,#NA,1,1,706,醫院,西側,5,林韋臣,002,,晴,11/27/14 0:00,1392.54,1988,0,0,0,0,0,290,290,0,57,57,台安醫院,敦化北路,西側,(請註明地址),8-9,傅長愷,6,963,997,22,0,0,57,0,0,290,0,0,0,0,0,0,0,0,0,0,0,934,1086,0590101,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0590101,3,4,1,3,68.1,5.4,5.4,5.4,2.7,7.4,5.4,0.00,2.70,2.70,2.70,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2,1,0590101,934,373.5,51.01362603,86.99387162,1,A,1,C,0,0,0,0,5901,松山,34,15,1,平日16:00~17:00,1237,954,平日17:00~18:00,606,833,0,0,0,0,0,0,0,2,,,,,,,,,
935,1087,0590102,5901,5901,松山區,2014-12-29 17:52:45,59,1087,敦化南路一段,敦化南路一段,敦化南路一段80巷,八德路二段-市民大道四段,2,723,11/18/14 15:17,,2,1,3,"[""4"",""2"",""1""]",1,2,"[""1""]","[""2"",""1""]",2,2,"[""6"",""3""]",#NA,"[""1"",""4""]",1,3,1900-01-01 00:00:00,1,1,#NA,0.00,#NA,1,1,#NA,1,"[""4""]","[""2""]","[""1"",""2"",""7""]",1,1,1,1,"[""0""]",2.50,0,#NA,#NA,#NA,#NA,0.00,0.00,0.00,4.70,58.00,5.40,0.00,2.70,2.50,0.00,0.00,0.00,#NA,1,1,1,4,1,#NA,0,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,1,1,1,2,0,#NA,#NA,#NA,#NA,#NA,2,1,2,2,1,#NA,1,8,1,1,1,#NA,1,2,2,3,2,2,#NA,/images/stories/723/KCDtL152.jpg,/images/stories/723/2jYwX0Rm.jpg,#NA,#NA,#NA,#NA,#NA,#NA,1,,,#NA,0,0,,西側,"(25.0470482, 121.54866199999992):18",taipei,taiwan,#NA,#NA,#NA,1,1,706,醫院,西側,5,林韋臣,002,,晴,11/27/14 0:00,1392.54,1988,0,0,0,0,0,290,290,0,57,57,台安醫院,敦化北路,西側,(請註明地址),8-9,傅長愷,6,963,997,22,0,0,57,0,0,290,0,0,0,0,0,0,0,0,0,0,0,935,1087,0590102,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0590102,3,4,1,3,68.1,2.50,2.5,2.7,2.5,4.7,2.5,0.00,0.00,0.00,0.00,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,2,1,0,0,#NA,#NA,#NA,#NA,0.6667,0.3333,0,1,1,0,0,0,0,1,0,0,0,1,1,3,1,0590102,935,373.5,92.92655682,46.86364965,1,A,1,C,0,0,0,0,5901,松山,34,15,1,平日16:00~17:00,1237,954,平日17:00~18:00,606,833,0,0,0,0,0,0,0,2,,,,,,,,,
